0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10000,10001,9985,9693,9733,9532,9537,9251,8928,8667,8527,8503,8434,8178,8129,7938,7952,7947,8043,7862,7882,7685,7520,7407,7430,7507,7487,7451,7400,7148,6970,6829,6598,6683,6594,6459,6255,6156,5826,5486,5469,5206,5121,5110,4892,4963,4909,4859,4935,4994,4988,4678,4528,4229,4005,4054,3786,3592,3672,3704,3387,3224,3005,2701,2776,2444,2260,2276,2033,2041,1818,1488,1564,1560,1591,1313,1197,923,818,479,484,172,53,78,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9712,9784,9726,9614,9701,9608,9451,9137,9190,9054,8775,8702,8593,8482,8273,8116,7906,7889,7825,7570,7469,7200,7029,7018,6924,6721,6600,6374,6384,6435,6519,6575,6347,6137,6110,6107,6066,5839,5737,5520,5507,5524,5342,5442,5374,5129,4809,4830,4833,4856,4873,4641,4661,4600,4490,4527,4278,4337,4293,4064,4043,4013,3982,3726,3651,3531,3499,3173,2888,2653,2744,2517,2458,2466,2405,2254,2094,1823,1894,1667,1703,1385,1383,1376,1135,827,548,409,227,98,77,0,0,0,0,0,0,0,0,0
10000,10013,10005,9757,9830,9895,9841,9521,9505,9423,9418,9192,9104,9015,9031,8721,8748,8486,8433,8222,8077,8162,7849,7799,7865,7958,7987,7958,8027,7990,7816,7826,7556,7578,7316,7190,7199,6932,6912,6751,6571,6530,6232,6025,5799,5719,5724,5406,5385,5200,5040,4798,4808,4497,4160,3825,3581,3252,3101,3016,2833,2723,2528,2453,2236,1970,1899,1577,1532,1226,1297,1320,1051,756,617,547,490,349,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10070,9808,9512,9202,9229,9032,8873,8689,8624,8363,8249,8339,8033,7801,7698,7629,7491,7391,7459,7173,7147,7076,7101,6955,6743,6525,6490,6154,5891,5764,5490,5192,5113,4802,4811,4676,4713,4484,4409,4484,4412,4456,4430,4131,4209,3911,3656,3592,3530,3220,2971,2903,2711,2393,2465,2334,2352,2133,2177,2114,1905,1969,2026,1817,1667,1545,1392,1165,1255,1029,907,822,885,617,668,596,544,511,534,291,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9672,9439,9153,9094,9095,9020,8895,8895,8835,8832,8809,8638,8469,8135,7917,7783,7527,7365,7067,7053,7044,7096,6981,6704,6590,6680,6340,6386,6343,6019,6028,5727,5758,5743,5561,5525,5424,5332,5367,5188,5204,5199,4882,4824,4590,4514,4211,3901,3757,3746,3675,3470,3492,3160,3034,3086,2864,2628,2450,2434,2283,2022,1968,1640,1564,1300,1197,1193,890,773,561,318,27,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9880,9820,9749,9531,9296,9299,9092,9005,8903,8700,8686,8721,8631,8435,8263,8330,8186,8165,8188,7970,8042,8114,7956,7857,7945,7943,7603,7382,7132,7124,6802,6534,6610,6451,6481,6520,6420,6419,6392,6278,6170,6206,6196,6119,6048,5948,5787,5731,5638,5547,5322,5100,5116,4998,4994,4657,4340,4304,4176,4217,4124,3847,3627,3586,3307,3341,3438,3267,3021,2770,2740,2506,2501,2366,2054,1757,1795,1625,1374,1197,1044,736,481,227,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9761,9699,9533,9368,9108,9060,8758,8791,8679,8725,8770,8660,8360,8284,8237,8318,8356,8016,7890,7947,7659,7709,7454,7482,7571,7255,7112,6946,6829,6523,6280,6138,6218,6218,6178,6157,6111,6194,6072,6080,6117,5861,5694,5462,5361,5065,4925,4674,4711,4413,4439,4233,4011,3820,3741,3564,3412,3490,3316,3219,3142,2831,2805,2777,2546,2375,2057,1859,1796,1753,1696,1722,1579,1372,1382,1148,957,839,853,617,348,388,314,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9759,9795,9566,9632,9441,9247,9154,9180,9139,9033,9003,8986,8678,8735,8592,8440,8401,8421,8167,7895,7935,7846,7706,7727,7401,7342,7430,7186,7093,6787,6792,6856,6755,6526,6379,6155,5968,5868,5579,5618,5519,5283,5311,5037,4847,4574,4498,4219,3886,3964,3708,3644,3575,3664,3339,3085,2879,2895,2811,2716,2654,2468,2344,2216,2215,2197,2291,1975,1777,1674,1666,1372,1130,983,912,775,481,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9922,9886,9784,9521,9322,9106,8772,8719,8539,8495,8461,8223,8163,7927,7938,8027,7825,7726,7587,7507,7377,7163,6849,6794,6805,6828,6788,6503,6214,6015,6018,5881,5781,5502,5321,5029,4880,4612,4604,4478,4500,4496,4462,4130,3793,3798,3560,3360,3176,3276,3049,2954,3052,3021,2810,2542,2586,2677,2670,2522,2398,2300,2234,2233,1997,2012,1787,1574,1628,1494,1199,1079,884,601,463,511,277,257,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10061,9780,9723,9655,9510,9184,9059,8948,8835,8722,8657,8662,8409,8187,7950,7674,7353,7346,7106,7194,7087,6872,6906,6742,6501,6243,6111,6093,5837,5833,5802,5755,5825,5616,5503,5520,5201,5111,4901,4866,4697,4501,4461,4319,4330,4308,4302,4309,4172,4156,3923,3594,3589,3498,3325,3348,3158,3084,2844,2864,2585,2519,2469,2325,1992,1904,1961,1955,1870,1803,1801,1797,1524,1303,1316,1042,729,822,861,858,747,693,664,396,213,237,94,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9819,9907,9767,9619,9317,9065,9148,9129,8971,9061,9023,8726,8652,8726,8460,8153,8003,7841,7691,7633,7414,7351,7143,6907,6883,6967,7041,6942,6725,6542,6568,6663,6592,6269,6236,5964,5937,5794,5740,5585,5550,5646,5331,5085,5165,5089,4772,4735,4412,4200,4058,3792,3666,3461,3194,3181,2907,2973,3067,3079,3170,3040,2945,3011,2968,2799,2644,2732,2584,2593,2338,2375,2063,1910,1689,1439,1114,1064,854,664,528,371,292,199,112,181,239,255,0,0,0,0,0,0,0,0,0,0,0,0
10000,9963,9907,9792,9533,9440,9350,9168,9244,9221,9227,9237,9050,8720,8395,8249,8250,7986,8049,7768,7662,7653,7447,7268,7218,7004,7053,6799,6813,6494,6462,6253,5955,5916,5577,5269,5306,5047,5105,4860,4938,5011,4840,4790,4570,4630,4647,4651,4536,4457,4226,4051,3921,4001,4049,3723,3394,3350,3087,2883,2780,2878,2833,2709,2771,2662,2554,2515,2599,2697,2529,2629,2345,2169,2003,1749,1577,1252,963,645,537,450,142,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9974,9687,9692,9472,9373,9465,9177,9189,9073,8779,8800,8587,8345,8319,8331,8040,7829,7576,7350,7063,6850,6523,6193,5970,6068,5996,5665,5708,5397,5336,5167,5190,5037,4991,4814,4650,4364,4268,4122,3926,3899,3632,3357,3430,3157,2907,2781,2653,2342,2412,2203,1907,1688,1407,1359,1218,1048,1031,783,648,726,525,348,121,221,123,76,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9928,9929,9742,9476,9166,8943,8819,8696,8717,8611,8328,8023,7816,7756,7572,7549,7608,7636,7334,7269,7002,6827,6623,6541,6526,6365,6055,6065,6023,5986,5897,5989,5704,5503,5252,5063,4914,4904,4577,4630,4392,4241,3989,3809,3868,3739,3567,3234,3070,2889,2619,2279,2332,2379,2191,1858,1806,1702,1632,1536,1489,1248,1277,1324,1402,1207,891,698,693,689,568,379,420,496,403,476,454,391,473,223,130,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10016,9820,9917,9815,9806,9767,9795,9472,9322,9215,9182,8872,8604,8343,8064,7941,7770,7489,7154,6856,6535,6627,6500,6298,6102,5803,5552,5500,5264,5097,5081,4916,4824,4723,4630,4684,4513,4340,4358,4421,4208,4193,3906,3801,3470,3397,3362,3194,3245,2923,2757,2626,2317,1999,1986,1727,1752,1669,1438,1127,872,607,649,654,664,653,616,418,484,380,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9864,9607,9312,9153,9133,8817,8706,8681,8449,8457,8367,8221,8074,7903,7718,7558,7361,7279,7316,7369,7030,6694,6744,6722,6627,6507,6181,5954,5722,5594,5343,5025,4920,4804,4898,4993,4984,4980,4672,4753,4423,4516,4354,4354,4145,3922,3968,4067,3931,3779,3713,3581,3498,3404,3375,3410,3464,3304,3293,3204,3299,3323,3031,2775,2493,2168,1914,1989,1657,1585,1363,1298,982,959,925,848,755,691,448,461,559,463,507,548,618,337,363,424,225,178,0,0,0,0,0,0,0,0,0,0
10000,9762,9557,9233,9200,9036,9111,8883,8658,8406,8451,8446,8289,7954,8030,7793,7534,7451,7193,7117,7064,6780,6656,6708,6519,6236,6107,6037,6100,5767,5748,5794,5701,5622,5717,5697,5459,5328,5037,5037,5083,5095,4772,4770,4447,4325,4377,4209,4062,3758,3613,3296,3259,3211,3211,2952,2861,2547,2602,2449,2484,2511,2497,2477,2190,2116,2129,1856,1716,1675,1463,1358,1429,1263,1026,956,959,820,624,514,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10013,9770,9441,9234,9186,9171,9154,8890,8781,8855,8835,8868,8561,8655,8599,8599,8674,8645,8712,8528,8592,8690,8497,8589,8513,8552,8229,8116,8202,8278,8201,8205,7928,7889,7788,7487,7550,7492,7320,7186,6901,6751,6804,6535,6220,6188,6133,6198,6298,6240,6264,6124,5877,5705,5701,5630,5349,5393,5242,5169,5231,5011,4949,4636,4389,4074,3911,3867,3531,3296,3269,3331,3176,3044,3067,2757,2857,2879,2937,2735,2818,2865,2788,2865,2589,2432,2528,2624,2626,2624,2575,2242,2010,2065,1862,1656,1613,1295,1105,0
