10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9996,9992,9990,9984,9980,9973,9965,9960,9947,9937,9927,9915,9899,9886,9873,9858,9846,9833,9819,9798,9782,9756,9722,9690,9656,9618,9576,9530,9487,9430,9364,9304,9244,9159,9058,8973,8884,8759,8629,8510,8367,8213,8052,7877,7669,7465,7210,6905,6618,6296,5951,5618,5227,4874,4482,4042,3640,3217,2806,2376,2005,1649,1341,1076,844,632,464,325,234,161,100,67,43,33,23,14,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
